x_t,y_t,yaw_t,v_t,w_t,xd_t,yd_t,yawd_t,vd_t,wd_t,xo_t,yo_t,yawo_t,vo_t,wo_t,dt,timpestamp
0.00020832677448905538,-2.6555795905542063e-08,-0.00013300710718331654,2.7865401376269273e-06,-3.24503209296922e-07,0.9999984792371378,1.5707901210202675,0.05020835836469237,-6.677379707806355e-06,0.07840655289550351,0.00020843823686517312,-2.6570621619675135e-08,-0.00013301639342539972,2.786576463454179e-06,-2.016970067929398e-07,-0.050000000000000044,0.126
0.0004225860076387628,-1.586126796390938e-08,0.0018729442305890462,0.003003584159270531,0.10378820783392316,0.9999985110738293,1.5707898299198035,0.06287016765147645,0.001059267747966667,0.09819027548989656,0.012879898548973286,7.679668493905228e-05,0.01965071636528524,0.18307988554605184,0.4313765237867109,-0.050000000000000044,0.185
0.012879898548973286,7.679668493905228e-05,0.01965071636528524,0.18307988554605184,0.4313765237867109,0.999998575641413,1.5707892561807555,0.08131875113798759,0.0037778914301919795,0.14039004021214901,0.03141443112059437,0.0006873422642391649,0.06185050132166726,0.3102633071126879,0.9105992052980166,-0.050000000000000044,0.255
0.03764262735994776,0.001102925187113475,0.08156612780578183,0.3139470796016039,1.0048711596810884,0.9999986566622461,1.570788041461487,0.1107284233302584,0.009344029535587724,0.20328845263323278,0.061117044625076666,0.0031227559050276406,0.12474895506295965,0.4661871442084382,1.1143152434456598,-0.050000000000000044,0.313
0.061117044625076666,0.0031227559050276406,0.12474895506295965,0.4661871442084382,1.1143152434456598,0.9999987045626477,1.5707867556293467,0.14059371858361697,0.01566316069144688,0.24984046604527094,0.09132559205293751,0.007139948809013755,0.17130101039342976,0.664690092886988,1.1868544109136114,-0.05800000000000005,0.38
0.12169096125316872,0.012849547925499905,0.22051852661067453,0.7412209256634007,1.2595530547567964,0.9999987894580202,1.5707828991563595,0.20642724366879542,0.035111837393133644,0.3536544274933689,0.1583076050109455,0.02152896870262759,0.2751150921164898,0.863015100469845,1.4770561871322307,-0.05400000000000005,0.452
0.1583076050109455,0.02152896870262759,0.2751150921164898,0.863015100469845,1.4770561871322307,0.9999988877772142,1.5707632393748467,0.2996593162468779,0.07853973217943097,0.533938219120834,0.2547550930072653,0.05654870485640454,0.4553993798331397,1.026297804243778,2.0011732520591177,-0.06899999999999995,0.537
0.2547550930072653,0.05654870485640454,0.4553993798331397,1.026297804243778,2.0011732520591177,0.9999989284738477,1.5705766871113287,0.36490620674447194,0.12435601510327184,0.6728315636725575,0.32347905786300735,0.09635983410184443,0.5942943121614415,1.0242689046499382,1.3129792340519189,-0.050000000000000044,0.607
0.32347905786300735,0.09635983410184443,0.5942943121614415,1.0242689046499382,1.3129792340519189,0.9999989329989823,1.5684150305529299,0.3960671438292883,0.14907287831132354,0.7173769728421439,0.355927824111723,0.11925962841760983,0.6388412488241995,1.0182401101430314,1.061542890379845,-0.05900000000000005,0.674
0.3880220442360868,0.1439626438408682,0.682113966834043,1.0288331498057302,1.1000947608540517,0.9999989353358135,1.0625568838799604,0.4557101166516744,0.20314049907398143,0.8096403610431395,0.41848971893417103,0.16975432075658822,0.7311474500937325,1.0264011334656011,1.2871417508994205,-0.051000000000000045,0.748
0.41848971893417103,0.16975432075658822,0.7311474500937325,1.0264011334656011,1.2871417508994205,0.9999989337026961,0.7754666799445482,0.4829579535421207,0.2325246930191921,0.8494689628331046,0.4476450162513789,0.19712707466201054,0.7865957360254843,1.0257319954700401,1.4342287799545557,-0.050000000000000044,0.809
0.48805363265914076,0.24093647654169945,0.8689252965996995,1.0153392088372137,1.171707414511911,0.9999989094938596,0.21773042560942393,0.5567657017617526,0.3273461463616826,0.9265087402484677,0.5260254399996883,0.2879122628271618,0.9086565339148286,1.023827705817001,0.3113237439043572,-0.05300000000000005,0.879
0.5260254399996883,0.2879122628271618,0.9086565339148286,1.023827705817001,0.3113237439043572,0.9999988961736763,0.20041868910067537,0.5932518422015273,0.3749246383508768,0.9292185908331032,0.5626751483335873,0.33536379161727164,0.9127977540150171,1.0215884528968955,0.0004146360708689967,-0.05600000000000005,0.952
0.5626751483335873,0.33536379161727164,0.9127977540150171,1.0215884528968955,0.0004146360708689967,0.9999988761363225,0.20234243913162,0.6422027915522516,0.43842435731629953,0.9294308637486001,0.6116306339946848,0.39886000605753574,0.912912401084722,1.0238649426175361,-0.016981688209533025,-0.05700000000000005,1.027
0.6116306339946848,0.39886000605753574,0.912912401084722,1.0238649426175361,-0.016981688209533025,0.9999988658568716,0.20298769284682697,0.6666502293583989,0.47014327816178797,0.929585063863818,0.6360832577093507,0.4305749208001682,0.9130434622893483,1.0230601897295035,0.006334387923969252,-0.050000000000000044,1.087
0.6360832577093507,0.4305749208001682,0.9130434622893483,1.0230601897295035,0.006334387923969252,0.9999988499268011,0.2037527149433607,0.703657974634863,0.5182101594057277,0.9298488790829197,0.6731007416056562,0.4786342817139769,0.9132895487843382,1.0132451397457245,0.008225461360865794,-0.050000000000000044,1.142
0.6731007416056562,0.4786342817139769,0.9132895487843382,1.0132451397457245,0.008225461360865794,0.9999988287623119,0.1505629790158079,0.7512335500283083,0.5814447900636895,0.9377036740183593,0.7211582003671176,0.5415014823503791,0.9254093127854746,1.0148477809795242,0.2227665963504299,-0.06799999999999995,1.224
0.7456242023952855,0.5742526398083696,0.9356764900096401,1.0291903609540378,0.2598914982969087,0.9999988065165686,0.056937761745172816,0.7981162196747582,0.6467588417881825,0.951074692051491,0.7688778145501444,0.6061988855231536,0.9462013587014769,1.018959195866243,0.23081986431549048,-0.050000000000000044,1.29
0.7688778145501444,0.6061988855231536,0.9462013587014769,1.018959195866243,0.23081986431549048,0.9999987950872858,0.030682645390106005,0.8209805969625997,0.6792501534648963,0.9548101985494378,0.7919782283196295,0.6385210858785382,0.9520086743233832,1.0119993920179715,0.07341542674715812,-0.06499999999999995,1.3599999999999999
0.7919782283196295,0.6385210858785382,0.9520086743233832,1.0119993920179715,0.07341542674715812,0.9999987773396232,0.02570499658734017,0.8556052983727741,0.7281082699992852,0.9555539443977057,0.8266492819658969,0.6873462366311314,0.9531462648112755,1.0090846603136168,0.02918772517727177,-0.050000000000000044,1.417
0.8266492819658969,0.6873462366311314,0.9531462648112755,1.0090846603136168,0.02918772517727177,0.9999987527996685,0.019622054362417374,0.9017829565286234,0.7934398792320051,0.9564570530463352,0.8728832717535036,0.7526378896266067,0.9545275345846548,1.0100266990093272,-0.004709129207679408,-0.052000000000000046,1.475
0.8728832717535036,0.7526378896266067,0.9545275345846548,1.0100266990093272,-0.004709129207679408,0.9999987401482181,0.02107596178821572,0.9249013989798383,0.8260851340663931,0.9562675582046772,0.8959893778234054,0.7852918857353806,0.9542251462766169,1.009814684158054,-0.001458587004246485,-0.050000000000000044,1.534
0.8959893778234054,0.7852918857353806,0.9542251462766169,1.009814684158054,-0.001458587004246485,0.9999987140055357,0.01783561413964271,0.9712128579671256,0.8915981931756757,0.956770711665116,0.9423316882098258,0.8507830980743489,0.9549812133871474,1.0144686176478628,0.005848434259748412,-0.052000000000000046,1.592
0.9423316882098258,0.8507830980743489,0.9549812133871474,1.0144686176478628,0.005848434259748412,0.999998693790697,0.01789936043150261,1.005740380465352,0.9404618270489682,0.9567829264066335,0.9768595130829473,0.8996465191420993,0.9549886084184036,1.0103462043233986,-0.00032376296133679246,-0.05300000000000005,1.655
0.9768595130829473,0.8996465191420993,0.9549886084184036,1.0103462043233986,-0.00032376296133679246,0.9999986654103393,0.015416045912871674,1.0524507100519012,1.0066121461235351,0.9571753458518258,1.023593680738092,0.9657799824896839,0.955572516351161,1.0088489785071728,0.015186304221834982,-0.05400000000000005,1.726
1.023593680738092,0.9657799824896839,0.955572516351161,1.0088489785071728,0.015186304221834982,0.9999986513091077,0.012639662108698177,1.0749037772526384,1.0384853972530448,0.9575921047215202,1.046072476291256,0.9976350637546203,0.956202467025948,1.0082814730504264,0.014616405836955526,-0.05500000000000005,1.802
1.046072476291256,0.9976350637546203,0.956202467025948,1.0082814730504264,0.014616405836955526,0.9999986212212935,0.011495062466607864,1.1212866411948723,1.104285581201245,0.9577789003167673,1.092466478367296,1.063427390635797,0.9564750781059177,1.0177066431526312,-0.001568792183781448,-0.050000000000000044,1.863
1.092466478367296,1.063427390635797,0.9564750781059177,1.0177066431526312,-0.001568792183781448,0.9999985981084184,0.011849584000764558,1.1555582508846094,1.1529243090576342,0.9577345471662456,1.1267350979268598,1.1120682291250552,0.9564018778780299,1.0077884305016218,0.0027617792889908224,-0.05800000000000005,1.939
1.1498086215352896,1.1447944015511216,0.9562589949214089,1.0086921279541274,-0.0070299258351797424,0.9999985490516115,0.014207177129327416,1.2247586087598175,1.250998004120405,0.9574104010330451,1.172853480806087,1.1774714964794248,0.9561355794381067,1.0074410741477582,-0.0008359865938213831,-0.06499999999999995,2.021
1.1959147553183214,1.2101565386253619,0.955895086583206,1.007236378324338,-0.003134056137755861,0.9999985319377666,0.012994197695930498,1.247815827107961,1.2836962791035773,0.9576046384248643,1.2189836200603057,1.242846591930357,0.9561802076378741,1.0071588958940234,0.010955322091436454,-0.050000000000000044,2.082
1.2189836200603057,1.242846591930357,0.9561802076378741,1.0071588958940234,0.010955322091436454,0.999998513771548,0.011736065757653617,1.2717101472632941,1.3175877394812177,0.9578068728982303,1.2428900346287786,1.276729519641309,0.9564762359059791,1.0156553425443904,6.53336736764664e-05,-0.050000000000000044,2.148
1.2428900346287786,1.276729519641309,0.9564762359059791,1.0156553425443904,6.53336736764664e-05,0.9999984591776484,0.011220829867966025,1.3401158203148864,1.414642923182614,0.9579083982838204,1.3113012529679198,1.3737807955449621,0.9566119137916143,1.0110196140493466,0.006608611343033286,-0.05400000000000005,2.21
1.3113012529679198,1.3737807955449621,0.9566119137916143,1.0110196140493466,0.006608611343033286,0.9999984301721058,0.010071349742449293,1.3745125951510864,1.4634946251453793,0.9580928239996357,1.345708973754271,1.422624782646647,0.9568797446555404,1.0053770929948402,0.002927308230719846,-0.050000000000000044,2.279
1.345708973754271,1.422624782646647,0.9568797446555404,1.0053770929948402,0.002927308230719846,0.9999984104103494,0.009918578874073648,1.3975363586215976,1.4961829674805696,0.9581215527993434,1.3687342960773485,1.4553120275280664,0.9569178730493443,1.0054095809091999,0.00024907296307074764,-0.052000000000000046,2.352
1.3917799924139231,1.4880271972030685,0.9568979986837179,1.0058963571500619,-0.00043739460673278795,0.9999983579960121,0.010269192254051844,1.4552249418344727,1.5780585745092184,0.958080864572569,1.426419935824577,1.5371897119816718,0.9568458182982514,1.0088921108878257,0.0013338481806246096,-0.05300000000000005,2.425
1.426419935824577,1.5371897119816718,0.9568458182982514,1.0088921108878257,0.0013338481806246096,0.9999983136807878,0.010585490101775934,1.5012155960330449,1.643335062741195,0.9580402829621742,1.4724077964221893,1.6024681718511213,0.9567774323554875,1.0052222333160448,-0.0021178534771425115,-0.051000000000000045,2.507
1.4724077964221893,1.6024681718511213,0.9567774323554875,1.0052222333160448,-0.0021178534771425115,0.9999982905518543,0.011196584642077718,1.5242865974163402,1.6760563617495658,0.9579497324049705,1.4954731644354913,1.6351934438193354,0.9566395636966867,1.0061006418886422,-0.000576370372148362,-0.050000000000000044,2.578
1.5190871585541486,1.6687022925119686,0.956993862180566,1.0053424175352583,0.011397627345123824,0.9999982424247755,0.009032373876439424,1.5703252204052638,1.7414530604523837,0.9583037944772625,1.5415325622235148,1.7005755043471815,0.9571478433651307,1.0047707945722213,-0.00027979274406611347,-0.05400000000000005,2.638
